"houseName","houseAddress","ListPrice","LastPrice","landSize","propertySize","SoldDate","priceChange","isBalconyAvailable"
"Hans Filips väg 21","Hans Filips väg 21 RadhusRadhus Skräddarbacken, Borlänge kommun","","118 + 10 m² 5 rum Slutpris 1 650 000 kr","245 m² tomt","118 + 10 m² 5 rum","Såld 22 juni 2020","±0 %",""
"Märkargatan 2","Märkargatan 2 RadhusRadhus Kvarnsveden, Borlänge kommun","","83 m² 3 rum Slutpris 1 795 000 kr","160 m² tomt","83 m² 3 rum","Såld 5 juni 2020","±0 %",""
"Bältargatan 16","Bältargatan 16 RadhusRadhus Gylletäppan, Borlänge kommun","","86 + 21 m² 3 rum Slutpris 1 450 000 kr","576 m² tomt","86 + 21 m² 3 rum","Såld 3 juni 2020","+26 %",""
"Sintergatan 8G","Sintergatan 8G RadhusRadhus Domnarvet, Borlänge kommun","4 683 kr/mån","66 m² 2 rum Slutpris 805 000 kr","","66 m² 2 rum","Såld 2 juni 2020","+19 %",""
"Åkergatan 25G","Åkergatan 25G RadhusRadhus Gylletäppan, Borlänge kommun","3 410 kr/mån","94 m² 4 rum Slutpris 1 780 000 kr","","94 m² 4 rum","Såld 29 maj 2020","+5 %",""
"Råbocksgatan 19","Råbocksgatan 19 RadhusRadhus Tallmon/Övre Tjärna, Borlänge kommun","6 114 kr/mån","86 m² 4 rum Slutpris 1 275 000 kr","","86 m² 4 rum","Såld 19 maj 2020","+19 %",""
"Blåbärsstigen 27","Blåbärsstigen 27 RadhusRadhus Hönsarvet, Borlänge kommun","","108 + 20 m² 5 rum Slutpris 1 700 000 kr","265 m² tomt","108 + 20 m² 5 rum","Såld 15 maj 2020","+8 %",""
"Visans väg 7","Visans väg 7 RadhusRadhus Övre Forssa, Borlänge kommun","","101 + 101 m² 5 rum Slutpris 1 730 000 kr","511 m² tomt","101 + 101 m² 5 rum","Såld 11 maj 2020","+12 %",""
"Lindstigen 6","Lindstigen 6 RadhusRadhus Nygårdarna, Borlänge kommun","5 138 kr/mån","117 m² 5 rum Slutpris 1 650 000 kr","","117 m² 5 rum","Såld 8 maj 2020","-3 %",""
"Blåbärsstigen 23","Blåbärsstigen 23 RadhusRadhus Borlänge, Borlänge kommun","","108 + 20 m² 5 rum Slutpris 1 650 000 kr","405 m² tomt","108 + 20 m² 5 rum","Såld 1 maj 2020","+3 %",""
"Hans Filips väg 13","Hans Filips väg 13 RadhusRadhus Skräddarbacken, Borlänge kommun","","118 + 10 m² 5 rum Slutpris 1 475 000 kr","217 m² tomt","118 + 10 m² 5 rum","Såld 30 april 2020","+6 %",""
"Årbyvägen 114","Årbyvägen 114 RadhusRadhus Årby, Borlänge kommun","","135 m² 6 rum Slutpris 2 275 000 kr","385 m² tomt","135 m² 6 rum","Såld 26 april 2020","+20 %",""
"Täppgatan 27B","Täppgatan 27B RadhusRadhus Mjälga, Borlänge kommun","4 967 kr/mån","99 m² 4 rum Slutpris 1 750 000 kr","","99 m² 4 rum","Såld 8 april 2020","-2 %",""
"Holländargatan 37","Holländargatan 37 RadhusRadhus Kvarnsveden, Borlänge kommun","","88 m² 4 rum Slutpris 1 995 000 kr","117 m² tomt","88 m² 4 rum","Såld 29 februari 2020","±0 %",""
"Årbyvägen 3D","Årbyvägen 3D RadhusRadhus Årby, Borlänge kommun","","110 m² 4 rum Slutpris 1 370 000 kr","425 m² tomt","110 m² 4 rum","Såld 24 februari 2020","+2 %",""
"Vargstigen 21","Vargstigen 21 RadhusRadhus Tallmon/Övre Tjärna, Borlänge kommun","3 930 kr/mån","98 m² 4 rum Slutpris 1 820 000 kr","","98 m² 4 rum","Såld 21 januari 2020","+6 %",""
"Vargstigen 16","Vargstigen 16 RadhusRadhus Övre Tjärna, Borlänge kommun","3 969 kr/mån","96 m² 4 rum Slutpris 1 725 000 kr","","96 m² 4 rum","Såld 30 december 2019","±0 %",""
"Lindstigen 1","Lindstigen 1 RadhusRadhus Nygårdarna, Borlänge kommun","5 138 kr/mån","117 m² 5 rum Slutpris 1 795 000 kr","","117 m² 5 rum","Såld 29 november 2019","±0 %",""
"Visans väg 12","Visans väg 12 RadhusRadhus Övre Forssa, Borlänge kommun","","101 + 101 m² 5 rum Slutpris 1 725 000 kr","512 m² tomt","101 + 101 m² 5 rum","Såld 26 november 2019","+8 %",""
"Lindstigen 13","Lindstigen 13 RadhusRadhus Nygårdarna, Borlänge kommun","5 138 kr/mån","117 m² 5 rum Slutpris 1 795 000 kr","","117 m² 5 rum","Såld 8 november 2019","±0 %",""
"Gamla Tunavägen 41S","Gamla Tunavägen 41S RadhusRadhus Gylle, Borlänge kommun","4 257 kr/mån","101,5 m² 4 rum Slutpris 1 875 000 kr","","101,5 m² 4 rum","Såld 28 oktober 2019","-4 %",""
"Blåbärsstigen 12","Blåbärsstigen 12 RadhusRadhus Medväga, Borlänge kommun","","122 m² 6 rum Slutpris 1 295 000 kr","230 m² tomt","122 m² 6 rum","Såld 28 oktober 2019","+18 %",""
"houseName","houseAddress","ListPrice","LastPrice","landSize","propertySize","SoldDate","priceChange","isBalconyAvailable"
"Bävergatan 16","Bävergatan 16 RadhusRadhus Övre Tjärna, Borlänge kommun","6 236 kr/mån","86 m² 4 rum Slutpris 1 525 000 kr","","86 m² 4 rum","Såld 26 februari 2021","+47 %",""
"Lövsångargatan 13","Lövsångargatan 13 RadhusRadhus Mjälga, Borlänge kommun","","101 + 65 m² 3 rum Slutpris 2 500 000 kr","604 m² tomt","101 + 65 m² 3 rum","Såld 22 februari 2021","+11 %",""
"Vågmästarvägen 11","Vågmästarvägen 11 RadhusRadhus Forssa, Borlänge kommun","","125 m² 5 rum Slutpris 2 155 000 kr","166 m² tomt","125 m² 5 rum","Såld 17 februari 2021","+11 %",""
"Logatan 17","Logatan 17 RadhusRadhus Övre Tjärna / Tallmon, Borlänge kommun","6 236 kr/mån","86 m² 4 rum Slutpris 1 225 000 kr","","86 m² 4 rum","Såld 23 januari 2021","+23 %",""
"Vargstigen 11","Vargstigen 11 RadhusRadhus Övre Tjärna, Borlänge kommun","4 000 kr/mån","98 m² 4 rum Slutpris 1 900 000 kr","","98 m² 4 rum","Såld 15 januari 2021","+7 %",""
"Lindstigen 3","Lindstigen 3 RadhusRadhus Paradiset-Nygårdarna, Borlänge kommun","5 138 kr/mån","117 m² 5 rum Slutpris 2 125 000 kr","","117 m² 5 rum","Såld 14 januari 2021","+18 %",""
"Årbyvägen 47A","Årbyvägen 47A RadhusRadhus Årby, Borlänge kommun","","110 m² 4 rum Slutpris 2 115 000 kr","354 m² tomt","110 m² 4 rum","Såld 18 december 2020","+6 %",""
"Holländargatan 33","Holländargatan 33 RadhusRadhus Kvarnsveden, Borlänge kommun","","88 m² 3 rum Slutpris 2 050 000 kr","114 m² tomt","88 m² 3 rum","Såld 14 december 2020","+8 %",""
"Mejerigatan 11B","Mejerigatan 11B RadhusRadhus Gylle, Borlänge kommun","6 330 kr/mån","116 m² 4 rum Slutpris 1 500 000 kr","","116 m² 4 rum","Såld 9 december 2020","+1 %",""
"Bergmästargatan 1","Bergmästargatan 1 RadhusRadhus Gylle, Borlänge kommun","","105 m² 4 rum Slutpris 1 900 000 kr","867 m² tomt","105 m² 4 rum","Såld 1 december 2020","+9 %",""
"Ålgatan 8","Ålgatan 8 RadhusRadhus Storsvängen, Borlänge kommun","","97 m² 4 rum Slutpris 2 482 250 kr","443 m² tomt","97 m² 4 rum","Såld 24 november 2020","+31 %",""
"Gamla Tunavägen 47I","Gamla Tunavägen 47I RadhusRadhus Gylle, Borlänge kommun","4 342 kr/mån","101,5 m² 4 rum Slutpris 2 050 000 kr","","101,5 m² 4 rum","Såld 21 november 2020","+5 %",""
"Moes väg 31","Moes väg 31 RadhusRadhus Hönsarvet, Borlänge kommun","","141 m² 6 rum Slutpris 2 175 000 kr","466 m² tomt","141 m² 6 rum","Såld 20 november 2020","+1 %",""
"Granitvägen 12G","Granitvägen 12G RadhusRadhus Forssa, Borlänge kommun","6 708 kr/mån","107 m² 4 rum Slutpris 1 200 000 kr","","107 m² 4 rum","Såld 13 november 2020","+34 %",""
"Råbocksgatan 13","Råbocksgatan 13 RadhusRadhus Tallmon/Övre Tjärna, Borlänge kommun","6 236 kr/mån","86 m² 4 rum Slutpris 875 000 kr","","86 m² 4 rum","Såld 2 november 2020","+3 %",""
"Malins väg 1","Malins väg 1 RadhusRadhus Skräddarbacken, Borlänge kommun","6 010 kr/mån","123,6 m² 4 rum Slutpris 995 000 kr","","123,6 m² 4 rum","Såld 2 november 2020","±0 %",""
"Bältargatan 38","Bältargatan 38 RadhusRadhus Gylle, Borlänge kommun","","103 m² 5 rum Slutpris 2 800 000 kr","734 m² tomt","103 m² 5 rum","Såld 26 oktober 2020","+17 %",""
"Brädstigen 7","Brädstigen 7 RadhusRadhus Ornäs, Borlänge kommun","","124 m² 5 rum Slutpris 3 440 000 kr","566 m² tomt","124 m² 5 rum","Såld 21 oktober 2020","+17 %",""
"Gångstigen 11","Gångstigen 11 RadhusRadhus Borlänge, Borlänge kommun","","106 m² 4 rum Slutpris 2 200 000 kr","627 m² tomt","106 m² 4 rum","Såld 13 oktober 2020","+10 %",""
"Hagbacksgatan 8:2","Hagbacksgatan 8:2 RadhusRadhus Domnarvet, Borlänge kommun","4 400 kr/mån","75 m² 3 rum Slutpris 1 200 000 kr","","75 m² 3 rum","Såld 9 oktober 2020","+21 %",""
"Honefsgatan 24E","Honefsgatan 24E RadhusRadhus Domnarvet, Borlänge kommun","","124 m² 5 rum Slutpris 2 155 000 kr","190 m² tomt","124 m² 5 rum","Såld 1 oktober 2020","+16 %",""
"Gamla Tunavägen 43 I","Gamla Tunavägen 43 I RadhusRadhus Gylle, Borlänge kommun","4 342 kr/mån","101,5 m² 4 rum Slutpris 1 950 000 kr","","101,5 m² 4 rum","Såld 28 september 2020","±0 %",""
"Honefsgatan 24C","Honefsgatan 24C RadhusRadhus Domnarvet, Borlänge kommun","","124 m² 5 rum Slutpris 1 850 000 kr","150 m² tomt","124 m² 5 rum","Såld 25 september 2020","+9 %",""
"Vargstigen 13","Vargstigen 13 RadhusRadhus Övre Tjärna, Borlänge kommun","3 900 kr/mån","98 m² 4 rum Slutpris 2 200 000 kr","","98 m² 4 rum","Såld 24 september 2020","+30 %",""
"Hällsjövägen 2C","Hällsjövägen 2C RadhusRadhus Hagalund, Borlänge kommun","4 995 kr/mån","129 m² 6 rum Slutpris 2 200 000 kr","","129 m² 6 rum","Såld 5 september 2020","+23 %",""
"Hans Filips väg 21","Hans Filips väg 21 RadhusRadhus Skräddarbacken, Borlänge kommun","","118 + 10 m² 5 rum Slutpris 1 650 000 kr","245 m² tomt","118 + 10 m² 5 rum","Såld 22 juni 2020","±0 %",""
"Märkargatan 2","Märkargatan 2 RadhusRadhus Kvarnsveden, Borlänge kommun","","83 m² 3 rum Slutpris 1 795 000 kr","160 m² tomt","83 m² 3 rum","Såld 5 juni 2020","±0 %",""
"Bältargatan 16","Bältargatan 16 RadhusRadhus Gylletäppan, Borlänge kommun","","86 + 21 m² 3 rum Slutpris 1 450 000 kr","576 m² tomt","86 + 21 m² 3 rum","Såld 3 juni 2020","+26 %",""
"Sintergatan 8G","Sintergatan 8G RadhusRadhus Domnarvet, Borlänge kommun","4 683 kr/mån","66 m² 2 rum Slutpris 805 000 kr","","66 m² 2 rum","Såld 2 juni 2020","+19 %",""
"Åkergatan 25G","Åkergatan 25G RadhusRadhus Gylletäppan, Borlänge kommun","3 410 kr/mån","94 m² 4 rum Slutpris 1 780 000 kr","","94 m² 4 rum","Såld 29 maj 2020","+5 %",""
"Råbocksgatan 19","Råbocksgatan 19 RadhusRadhus Tallmon/Övre Tjärna, Borlänge kommun","6 114 kr/mån","86 m² 4 rum Slutpris 1 275 000 kr","","86 m² 4 rum","Såld 19 maj 2020","+19 %",""
"Blåbärsstigen 27","Blåbärsstigen 27 RadhusRadhus Hönsarvet, Borlänge kommun","","108 + 20 m² 5 rum Slutpris 1 700 000 kr","265 m² tomt","108 + 20 m² 5 rum","Såld 15 maj 2020","+8 %",""
"Visans väg 7","Visans väg 7 RadhusRadhus Övre Forssa, Borlänge kommun","","101 + 101 m² 5 rum Slutpris 1 730 000 kr","511 m² tomt","101 + 101 m² 5 rum","Såld 11 maj 2020","+12 %",""
"Lindstigen 6","Lindstigen 6 RadhusRadhus Nygårdarna, Borlänge kommun","5 138 kr/mån","117 m² 5 rum Slutpris 1 650 000 kr","","117 m² 5 rum","Såld 8 maj 2020","-3 %",""
"Blåbärsstigen 23","Blåbärsstigen 23 RadhusRadhus Borlänge, Borlänge kommun","","108 + 20 m² 5 rum Slutpris 1 650 000 kr","405 m² tomt","108 + 20 m² 5 rum","Såld 1 maj 2020","+3 %",""
"Hans Filips väg 13","Hans Filips väg 13 RadhusRadhus Skräddarbacken, Borlänge kommun","","118 + 10 m² 5 rum Slutpris 1 475 000 kr","217 m² tomt","118 + 10 m² 5 rum","Såld 30 april 2020","+6 %",""
"Årbyvägen 114","Årbyvägen 114 RadhusRadhus Årby, Borlänge kommun","","135 m² 6 rum Slutpris 2 275 000 kr","385 m² tomt","135 m² 6 rum","Såld 26 april 2020","+20 %",""
"Täppgatan 27B","Täppgatan 27B RadhusRadhus Mjälga, Borlänge kommun","4 967 kr/mån","99 m² 4 rum Slutpris 1 750 000 kr","","99 m² 4 rum","Såld 8 april 2020","-2 %",""
"Holländargatan 37","Holländargatan 37 RadhusRadhus Kvarnsveden, Borlänge kommun","","88 m² 4 rum Slutpris 1 995 000 kr","117 m² tomt","88 m² 4 rum","Såld 29 februari 2020","±0 %",""
"Årbyvägen 3D","Årbyvägen 3D RadhusRadhus Årby, Borlänge kommun","","110 m² 4 rum Slutpris 1 370 000 kr","425 m² tomt","110 m² 4 rum","Såld 24 februari 2020","+2 %",""
"Vargstigen 21","Vargstigen 21 RadhusRadhus Tallmon/Övre Tjärna, Borlänge kommun","3 930 kr/mån","98 m² 4 rum Slutpris 1 820 000 kr","","98 m² 4 rum","Såld 21 januari 2020","+6 %",""
"Vargstigen 16","Vargstigen 16 RadhusRadhus Övre Tjärna, Borlänge kommun","3 969 kr/mån","96 m² 4 rum Slutpris 1 725 000 kr","","96 m² 4 rum","Såld 30 december 2019","±0 %",""
"Lindstigen 1","Lindstigen 1 RadhusRadhus Nygårdarna, Borlänge kommun","5 138 kr/mån","117 m² 5 rum Slutpris 1 795 000 kr","","117 m² 5 rum","Såld 29 november 2019","±0 %",""
"Visans väg 12","Visans väg 12 RadhusRadhus Övre Forssa, Borlänge kommun","","101 + 101 m² 5 rum Slutpris 1 725 000 kr","512 m² tomt","101 + 101 m² 5 rum","Såld 26 november 2019","+8 %",""
"Lindstigen 13","Lindstigen 13 RadhusRadhus Nygårdarna, Borlänge kommun","5 138 kr/mån","117 m² 5 rum Slutpris 1 795 000 kr","","117 m² 5 rum","Såld 8 november 2019","±0 %",""
"Gamla Tunavägen 41S","Gamla Tunavägen 41S RadhusRadhus Gylle, Borlänge kommun","4 257 kr/mån","101,5 m² 4 rum Slutpris 1 875 000 kr","","101,5 m² 4 rum","Såld 28 oktober 2019","-4 %",""
"Blåbärsstigen 12","Blåbärsstigen 12 RadhusRadhus Medväga, Borlänge kommun","","122 m² 6 rum Slutpris 1 295 000 kr","230 m² tomt","122 m² 6 rum","Såld 28 oktober 2019","+18 %",""
"Vågmästarvägen 31","Vågmästarvägen 31 RadhusRadhus Forssa, Borlänge kommun","6 845 kr/mån","104 m² 4 rum Slutpris 1 075 000 kr","","104 m² 4 rum","Såld 27 oktober 2019","-2 %",""
"houseName","houseAddress","ListPrice","LastPrice","landSize","propertySize","SoldDate","priceChange","isBalconyAvailable"
"Bävergatan 16","Bävergatan 16 RadhusRadhus Övre Tjärna, Borlänge kommun","6 236 kr/mån","86 m² 4 rum Slutpris 1 525 000 kr","","86 m² 4 rum","Såld 26 februari 2021","+47 %",""
"Lövsångargatan 13","Lövsångargatan 13 RadhusRadhus Mjälga, Borlänge kommun","","101 + 65 m² 3 rum Slutpris 2 500 000 kr","604 m² tomt","101 + 65 m² 3 rum","Såld 22 februari 2021","+11 %",""
"Vågmästarvägen 11","Vågmästarvägen 11 RadhusRadhus Forssa, Borlänge kommun","","125 m² 5 rum Slutpris 2 155 000 kr","166 m² tomt","125 m² 5 rum","Såld 17 februari 2021","+11 %",""
"Logatan 17","Logatan 17 RadhusRadhus Övre Tjärna / Tallmon, Borlänge kommun","6 236 kr/mån","86 m² 4 rum Slutpris 1 225 000 kr","","86 m² 4 rum","Såld 23 januari 2021","+23 %",""
"Vargstigen 11","Vargstigen 11 RadhusRadhus Övre Tjärna, Borlänge kommun","4 000 kr/mån","98 m² 4 rum Slutpris 1 900 000 kr","","98 m² 4 rum","Såld 15 januari 2021","+7 %",""
"Lindstigen 3","Lindstigen 3 RadhusRadhus Paradiset-Nygårdarna, Borlänge kommun","5 138 kr/mån","117 m² 5 rum Slutpris 2 125 000 kr","","117 m² 5 rum","Såld 14 januari 2021","+18 %",""
"Årbyvägen 47A","Årbyvägen 47A RadhusRadhus Årby, Borlänge kommun","","110 m² 4 rum Slutpris 2 115 000 kr","354 m² tomt","110 m² 4 rum","Såld 18 december 2020","+6 %",""
"Holländargatan 33","Holländargatan 33 RadhusRadhus Kvarnsveden, Borlänge kommun","","88 m² 3 rum Slutpris 2 050 000 kr","114 m² tomt","88 m² 3 rum","Såld 14 december 2020","+8 %",""
"Mejerigatan 11B","Mejerigatan 11B RadhusRadhus Gylle, Borlänge kommun","6 330 kr/mån","116 m² 4 rum Slutpris 1 500 000 kr","","116 m² 4 rum","Såld 9 december 2020","+1 %",""
"Bergmästargatan 1","Bergmästargatan 1 RadhusRadhus Gylle, Borlänge kommun","","105 m² 4 rum Slutpris 1 900 000 kr","867 m² tomt","105 m² 4 rum","Såld 1 december 2020","+9 %",""
"Ålgatan 8","Ålgatan 8 RadhusRadhus Storsvängen, Borlänge kommun","","97 m² 4 rum Slutpris 2 482 250 kr","443 m² tomt","97 m² 4 rum","Såld 24 november 2020","+31 %",""
"Gamla Tunavägen 47I","Gamla Tunavägen 47I RadhusRadhus Gylle, Borlänge kommun","4 342 kr/mån","101,5 m² 4 rum Slutpris 2 050 000 kr","","101,5 m² 4 rum","Såld 21 november 2020","+5 %",""
"Moes väg 31","Moes väg 31 RadhusRadhus Hönsarvet, Borlänge kommun","","141 m² 6 rum Slutpris 2 175 000 kr","466 m² tomt","141 m² 6 rum","Såld 20 november 2020","+1 %",""
"Granitvägen 12G","Granitvägen 12G RadhusRadhus Forssa, Borlänge kommun","6 708 kr/mån","107 m² 4 rum Slutpris 1 200 000 kr","","107 m² 4 rum","Såld 13 november 2020","+34 %",""
"Råbocksgatan 13","Råbocksgatan 13 RadhusRadhus Tallmon/Övre Tjärna, Borlänge kommun","6 236 kr/mån","86 m² 4 rum Slutpris 875 000 kr","","86 m² 4 rum","Såld 2 november 2020","+3 %",""
"Malins väg 1","Malins väg 1 RadhusRadhus Skräddarbacken, Borlänge kommun","6 010 kr/mån","123,6 m² 4 rum Slutpris 995 000 kr","","123,6 m² 4 rum","Såld 2 november 2020","±0 %",""
"Bältargatan 38","Bältargatan 38 RadhusRadhus Gylle, Borlänge kommun","","103 m² 5 rum Slutpris 2 800 000 kr","734 m² tomt","103 m² 5 rum","Såld 26 oktober 2020","+17 %",""
"Brädstigen 7","Brädstigen 7 RadhusRadhus Ornäs, Borlänge kommun","","124 m² 5 rum Slutpris 3 440 000 kr","566 m² tomt","124 m² 5 rum","Såld 21 oktober 2020","+17 %",""
"Gångstigen 11","Gångstigen 11 RadhusRadhus Borlänge, Borlänge kommun","","106 m² 4 rum Slutpris 2 200 000 kr","627 m² tomt","106 m² 4 rum","Såld 13 oktober 2020","+10 %",""
"Hagbacksgatan 8:2","Hagbacksgatan 8:2 RadhusRadhus Domnarvet, Borlänge kommun","4 400 kr/mån","75 m² 3 rum Slutpris 1 200 000 kr","","75 m² 3 rum","Såld 9 oktober 2020","+21 %",""
"Honefsgatan 24E","Honefsgatan 24E RadhusRadhus Domnarvet, Borlänge kommun","","124 m² 5 rum Slutpris 2 155 000 kr","190 m² tomt","124 m² 5 rum","Såld 1 oktober 2020","+16 %",""
"Gamla Tunavägen 43 I","Gamla Tunavägen 43 I RadhusRadhus Gylle, Borlänge kommun","4 342 kr/mån","101,5 m² 4 rum Slutpris 1 950 000 kr","","101,5 m² 4 rum","Såld 28 september 2020","±0 %",""
"Honefsgatan 24C","Honefsgatan 24C RadhusRadhus Domnarvet, Borlänge kommun","","124 m² 5 rum Slutpris 1 850 000 kr","150 m² tomt","124 m² 5 rum","Såld 25 september 2020","+9 %",""
"Vargstigen 13","Vargstigen 13 RadhusRadhus Övre Tjärna, Borlänge kommun","3 900 kr/mån","98 m² 4 rum Slutpris 2 200 000 kr","","98 m² 4 rum","Såld 24 september 2020","+30 %",""
"Hällsjövägen 2C","Hällsjövägen 2C RadhusRadhus Hagalund, Borlänge kommun","4 995 kr/mån","129 m² 6 rum Slutpris 2 200 000 kr","","129 m² 6 rum","Såld 5 september 2020","+23 %",""
"Hans Filips väg 21","Hans Filips väg 21 RadhusRadhus Skräddarbacken, Borlänge kommun","","118 + 10 m² 5 rum Slutpris 1 650 000 kr","245 m² tomt","118 + 10 m² 5 rum","Såld 22 juni 2020","±0 %",""
"Märkargatan 2","Märkargatan 2 RadhusRadhus Kvarnsveden, Borlänge kommun","","83 m² 3 rum Slutpris 1 795 000 kr","160 m² tomt","83 m² 3 rum","Såld 5 juni 2020","±0 %",""
"Bältargatan 16","Bältargatan 16 RadhusRadhus Gylletäppan, Borlänge kommun","","86 + 21 m² 3 rum Slutpris 1 450 000 kr","576 m² tomt","86 + 21 m² 3 rum","Såld 3 juni 2020","+26 %",""
"Sintergatan 8G","Sintergatan 8G RadhusRadhus Domnarvet, Borlänge kommun","4 683 kr/mån","66 m² 2 rum Slutpris 805 000 kr","","66 m² 2 rum","Såld 2 juni 2020","+19 %",""
"Åkergatan 25G","Åkergatan 25G RadhusRadhus Gylletäppan, Borlänge kommun","3 410 kr/mån","94 m² 4 rum Slutpris 1 780 000 kr","","94 m² 4 rum","Såld 29 maj 2020","+5 %",""
"Råbocksgatan 19","Råbocksgatan 19 RadhusRadhus Tallmon/Övre Tjärna, Borlänge kommun","6 114 kr/mån","86 m² 4 rum Slutpris 1 275 000 kr","","86 m² 4 rum","Såld 19 maj 2020","+19 %",""
"Blåbärsstigen 27","Blåbärsstigen 27 RadhusRadhus Hönsarvet, Borlänge kommun","","108 + 20 m² 5 rum Slutpris 1 700 000 kr","265 m² tomt","108 + 20 m² 5 rum","Såld 15 maj 2020","+8 %",""
"Visans väg 7","Visans väg 7 RadhusRadhus Övre Forssa, Borlänge kommun","","101 + 101 m² 5 rum Slutpris 1 730 000 kr","511 m² tomt","101 + 101 m² 5 rum","Såld 11 maj 2020","+12 %",""
"Lindstigen 6","Lindstigen 6 RadhusRadhus Nygårdarna, Borlänge kommun","5 138 kr/mån","117 m² 5 rum Slutpris 1 650 000 kr","","117 m² 5 rum","Såld 8 maj 2020","-3 %",""
"Blåbärsstigen 23","Blåbärsstigen 23 RadhusRadhus Borlänge, Borlänge kommun","","108 + 20 m² 5 rum Slutpris 1 650 000 kr","405 m² tomt","108 + 20 m² 5 rum","Såld 1 maj 2020","+3 %",""
"Hans Filips väg 13","Hans Filips väg 13 RadhusRadhus Skräddarbacken, Borlänge kommun","","118 + 10 m² 5 rum Slutpris 1 475 000 kr","217 m² tomt","118 + 10 m² 5 rum","Såld 30 april 2020","+6 %",""
"Årbyvägen 114","Årbyvägen 114 RadhusRadhus Årby, Borlänge kommun","","135 m² 6 rum Slutpris 2 275 000 kr","385 m² tomt","135 m² 6 rum","Såld 26 april 2020","+20 %",""
"Täppgatan 27B","Täppgatan 27B RadhusRadhus Mjälga, Borlänge kommun","4 967 kr/mån","99 m² 4 rum Slutpris 1 750 000 kr","","99 m² 4 rum","Såld 8 april 2020","-2 %",""
"Holländargatan 37","Holländargatan 37 RadhusRadhus Kvarnsveden, Borlänge kommun","","88 m² 4 rum Slutpris 1 995 000 kr","117 m² tomt","88 m² 4 rum","Såld 29 februari 2020","±0 %",""
"Årbyvägen 3D","Årbyvägen 3D RadhusRadhus Årby, Borlänge kommun","","110 m² 4 rum Slutpris 1 370 000 kr","425 m² tomt","110 m² 4 rum","Såld 24 februari 2020","+2 %",""
"Vargstigen 21","Vargstigen 21 RadhusRadhus Tallmon/Övre Tjärna, Borlänge kommun","3 930 kr/mån","98 m² 4 rum Slutpris 1 820 000 kr","","98 m² 4 rum","Såld 21 januari 2020","+6 %",""
"Vargstigen 16","Vargstigen 16 RadhusRadhus Övre Tjärna, Borlänge kommun","3 969 kr/mån","96 m² 4 rum Slutpris 1 725 000 kr","","96 m² 4 rum","Såld 30 december 2019","±0 %",""
"Lindstigen 1","Lindstigen 1 RadhusRadhus Nygårdarna, Borlänge kommun","5 138 kr/mån","117 m² 5 rum Slutpris 1 795 000 kr","","117 m² 5 rum","Såld 29 november 2019","±0 %",""
